,Away,Home,local,early_rho,late_rho
0,Cincinnati,Baltimore,07:05,1.166,1.18
1,Milwaukee,N.Y. Mets,07:10,1.176,1.18
2,Minnesota,Atlanta,07:20,1.11,1.12
3,Detroit,Texas,07:05,1.088,1.103
4,Chi. White Sox,L.A. Angels,06:38,1.188,1.196
5,Washington,Seattle,06:40,1.184,1.199
