,Away,Home,local,early_rho,late_rho
0,Texas,Tampa Bay,03:08,1.142,1.148
1,Toronto,Minnesota,03:38,1.119,1.124
2,Arizona,Milwaukee,06:08,1.165,1.169
3,Miami,Philadelphia,08:08,1.194,1.203
