,Away,Home,local,early_rho,late_rho
0,Texas,Tampa Bay,03:08,1.155,1.165
1,Toronto,Minnesota,03:38,1.167,1.171
2,Arizona,Milwaukee,06:08,1.171,1.175
3,Miami,Philadelphia,08:08,1.201,1.21
